Genotype	Deletions	Plant	LeafLength	Nod	PinkNod	GreenNod
Gm20.2	4gene	23	NA	0.517	0	0
Gm20.2	4gene	23	NA	0.365	0	0
Gm20.2	4gene	23	NA	0.294	0	0
Gm20.2	4gene	23	NA	0.309	0	0
Gm20.2	4gene	23	NA	0.533	0	0
Gm20.2	4gene	23	NA	0.404	0	0
Gm20.2	4gene	23	NA	0.262	0	0
Gm20.2	4gene	23	NA	0.493	0	0
Gm20.2	4gene	23	NA	0.504	0	0
Gm20.2	4gene	23	NA	0.279	0	0
Gm20.2	4gene	23	NA	0.384	0	0
Gm20.2	4gene	24	24.71	0.373	0	0
Gm20.2	4gene	24	16.54	0.219	0	0
Gm20.2	4gene	24	31.42	0.253	0	0
Gm20.2	4gene	24	NA	0.225	0	0
Gm20.2	4gene	24	NA	0.358	0	0
Gm20.2	4gene	24	NA	0.754	0	0
Gm20.2	4gene	24	NA	0.187	0	0
Gm20.2	4gene	24	NA	0.249	0	0
Gm20.2	4gene	24	NA	0.177	0	0
Gm20.2	4gene	24	NA	0.398	0	0
Gm20.2	4gene	24	NA	0.372	0	0
Gm20.2	4gene	24	NA	0.2	0	0
Gm20.2	4gene	24	NA	0.346	0	0
Gm20.2	4gene	24	NA	0.32	0	0
Gm20.2	4gene	24	NA	0.177	0	0
Gm20.2	4gene	24	NA	0.306	0	0
Gm20.2	4gene	24	NA	0.092	0	0
Gm20.2	4gene	24	NA	0.138	0	0
Gm20.2	4gene	24	NA	0.193	0	0
Gm20.2	4gene	24	NA	0.186	0	0
Gm20.2	4gene	24	NA	0.141	0	0
Gm20.2	4gene	24	NA	0.283	0	0
Gm20.2	4gene	24	NA	0.514	0	0
Gm20.2	4gene	24	NA	0.331	0	0
Gm20.2	4gene	24	NA	0.27	0	0
Gm20.2	4gene	24	NA	0.459	0	0
Gm20.2	4gene	24	NA	0.337	0	0
Gm20.2	4gene	24	NA	0.481	0	0
Gm20.2	4gene	24	NA	0.209	0	0
Gm20.2	4gene	24	NA	0.261	0	0
Gm20.2	4gene	24	NA	0.396	0	0
Gm20.2	4gene	24	NA	0.603	0	0
Gm20.2	4gene	24	NA	0.531	0	0
Gm20.2	4gene	24	NA	0.543	0	0
Gm20.2	4gene	24	NA	0.348	0	0
Gm20.2	4gene	24	NA	0.26	0	0
Gm20.2	4gene	24	NA	0.261	0	0
Gm20.2	4gene	24	NA	0.121	0	0
Gm20.2	4gene	24	NA	0.493	0	0
Gm20.2	4gene	24	NA	0.471	0	0
Gm20.2	4gene	24	NA	0.713	0	0
Gm20.2	4gene	24	NA	0.603	0	0
Gm20.2	4gene	24	NA	0.341	0	0
Gm20.2	4gene	24	NA	0.409	0	0
Gm20.2	4gene	24	NA	0.463	0	0
Gm20.2	4gene	25	22.551	0.258	0	0
Gm20.2	4gene	25	30.159	0.826	0	0
Gm20.2	4gene	25	12.208	0.308	0	0
Gm20.2	4gene	25	NA	0.292	0	0
Gm20.2	4gene	25	NA	0.567	0	0
Gm20.2	4gene	25	NA	0.159	0	0
Gm20.2	4gene	25	NA	0.479	0	0
Gm20.2	4gene	25	NA	0.132	0	0
Gm20.2	4gene	25	NA	0.564	0	0
Gm20.2	4gene	25	NA	0.19	0	0
Gm20.2	4gene	25	NA	0.311	0	0
Gm20.2	4gene	25	NA	0.308	0	0
Gm20.2	4gene	25	NA	0.37	0	0
Gm20.2	4gene	25	NA	0.182	0	0
Gm20.2	4gene	25	NA	0.523	0	0
Gm20.2	4gene	25	NA	0.288	0	0
Gm20.2	4gene	25	NA	0.216	0	0
Gm20.2	4gene	25	NA	0.317	0	0
Gm20.2	4gene	25	NA	0.41	0	0
Gm20.2	4gene	25	NA	0.368	0	0
Gm20.2	4gene	25	NA	0.309	0	0
Gm20.2	4gene	25	NA	0.484	0	0
Gm20.2	4gene	25	NA	0.559	0	0
Gm20.2	4gene	25	NA	0.149	0	0
Gm20.2	4gene	25	NA	0.247	0	0
Gm20.2	4gene	25	NA	0.232	0	0
Gm20.2	4gene	25	NA	0.506	0	0
Gm20.2	4gene	25	NA	0.193	0	0
Gm20.2	4gene	25	NA	0.638	0	0
Gm20.2	4gene	25	NA	0.186	0	0
Gm20.2	4gene	25	NA	0.261	0	0
Gm20.2	4gene	25	NA	0.214	0	0
Gm20.2	4gene	25	NA	0.266	0	0
Gm20.2	4gene	25	NA	0.272	0	0
Gm20.2	4gene	26	11.324	0.54	0	0
Gm20.2	4gene	26	25.075	0.177	0	0
Gm20.2	4gene	26	29.534	0.151	0	0
Gm20.2	4gene	26	19.412	0.258	0	0
Gm20.2	4gene	26	NA	0.168	0	0
Gm20.2	4gene	26	NA	0.169	0	0
Gm20.2	4gene	26	NA	0.203	0	0
Gm20.2	4gene	26	NA	0.304	0	0
Gm20.2	4gene	26	NA	0.23	0	0
Gm20.2	4gene	26	NA	0.283	0	0
Gm20.2	4gene	26	NA	0.316	0	0
Gm20.2	4gene	26	NA	0.251	0	0
Gm20.2	4gene	26	NA	0.423	0	0
Gm20.2	4gene	26	NA	0.322	0	0
Gm20.2	4gene	26	NA	0.288	0	0
Gm20.2	4gene	26	NA	0.296	0	0
Gm20.2	4gene	26	NA	0.174	0	0
Gm20.2	4gene	26	NA	0.463	0	0
Gm20.2	4gene	26	NA	0.448	0	0
Gm20.2	4gene	26	NA	0.227	0	0
Gm20.2	4gene	26	NA	0.337	0	0
Gm20.2	4gene	26	NA	0.5	0	0
Gm20.2	4gene	26	NA	0.307	0	0
Gm20.2	4gene	26	NA	0.452	0	0
Gm20.2	4gene	26	NA	0.234	0	0
Gm20.2	4gene	26	NA	0.18	0	0
Gm20.2	4gene	26	NA	0.203	0	0
Gm20.2	4gene	26	NA	0.439	0	0
Gm20.2	4gene	26	NA	0.305	0	0
Gm20.2	4gene	27	22.53	0.538	0	0
Gm20.2	4gene	27	6.095	0.218	0	0
Gm20.2	4gene	27	NA	0.481	0	0
Gm20.2	4gene	27	NA	0.528	0	0
Gm20.2	4gene	27	NA	0.358	0	0
Gm20.2	4gene	27	NA	0.255	0	0
Gm20.2	4gene	27	NA	0.377	0	0
Gm20.2	4gene	27	NA	0.514	0	0
Gm20.2	4gene	27	NA	0.342	0	0
Gm20.2	4gene	28	19.998	0.196	0.279	0
Gm20.2	4gene	28	26.208	0.306	0.155	0
Gm20.2	4gene	28	27.239	0.329	0.637	0
Gm20.2	4gene	28	25.974	0.239	0.634	0
Gm20.2	4gene	28	NA	0.233	0	0
Gm20.2	4gene	28	NA	0.262	0	0
Gm20.2	4gene	28	NA	0.393	0	0
Gm20.2	4gene	28	NA	0.701	0	0
Gm20.2	4gene	28	NA	0.362	0	0
Gm20.2	4gene	28	NA	0.178	0	0
Gm20.2	4gene	28	NA	0.261	0	0
Gm20.2	4gene	28	NA	0.197	0	0
Gm20.2	4gene	28	NA	0.234	0	0
Gm20.2	4gene	28	NA	0.155	0	0
Gm20.2	4gene	28	NA	0.283	0	0
Gm20.2	4gene	28	NA	0.282	0	0
Gm20.2	4gene	28	NA	0.377	0	0
Gm20.2	4gene	28	NA	0.333	0	0
Gm20.2	4gene	28	NA	0.308	0	0
Gm20.2	4gene	28	NA	0.357	0	0
Gm20.2	4gene	28	NA	0.375	0	0
Gm20.2	4gene	28	NA	0.315	0	0
Gm20.2	4gene	28	NA	0.422	0	0
Gm20.2	4gene	28	NA	0.225	0	0
Gm20.2	4gene	28	NA	0.224	0	0
Gm20.2	4gene	28	NA	0.422	0	0
Gm20.2	4gene	28	NA	0.167	0	0
Gm20.2	4gene	28	NA	0.501	0	0
Gm20.2	4gene	28	NA	0.155	0	0
Gm20.2	4gene	28	NA	0.393	0	0
Gm20.2	4gene	28	NA	0.368	0	0
Gm20.2	4gene	28	NA	0.346	0	0
Gm20.2	4gene	28	NA	0.385	0	0
Gm20.2	4gene	28	NA	0.239	0	0
Gm20.2	4gene	28	NA	0.224	0	0
Gm20.2	4gene	28	NA	0.648	0	0
Gm20.2	4gene	28	NA	0.136	0	0
Gm20.2	4gene	28	NA	0.168	0	0
Gm20.2	4gene	28	NA	0.362	0	0
Gm20.2	4gene	28	NA	0.21	0	0
Gm20.2	4gene	28	NA	0.45	0	0
Gm20.2	4gene	28	NA	0.264	0	0
Gm20.2	4gene	28	NA	0.201	0	0
Gm20.2	4gene	28	NA	0.307	0	0
Gm20.2	4gene	28	NA	0.527	0	0
Gm20.2	4gene	28	NA	0.607	0	0
Gm20.2	4gene	28	NA	0.654	0	0
Gm20.2	4gene	28	NA	0.131	0	0
Gm20.2	4gene	28	NA	0.165	0	0
Gm20.2	4gene	28	NA	0.255	0	0
Gm20.2	4gene	28	NA	0.145	0	0
Gm20.2	4gene	28	NA	0.289	0	0
Gm20.2	4gene	28	NA	0.41	0	0
Gm20.2	4gene	28	NA	0.339	0	0
Gm20.2	4gene	28	NA	0.212	0	0
Gm20.2	4gene	28	NA	1.106	0	0
Gm20.2	4gene	28	NA	0.171	0	0
Gm20.2	4gene	28	NA	0.338	0	0
Gm20.2	4gene	28	NA	0.634	0	0
Gm20.2	4gene	28	NA	0.143	0	0
Gm20.2	4gene	28	NA	0.201	0	0
Gm20.2	4gene	28	NA	0.348	0	0
Gm20.2	4gene	28	NA	0.503	0	0
Gm20.2	4gene	29	34.496	1.94	1.572	0
Gm20.2	4gene	29	25.701	0.494	0.137	0
Gm20.2	4gene	29	24.838	0.286	0	0
Gm20.2	4gene	29	15.66	0.355	0	0
Gm20.2	4gene	29	NA	0.367	0	0
Gm20.2	4gene	29	NA	0.517	0	0
Gm20.2	4gene	29	NA	0.221	0	0
Gm20.2	4gene	29	NA	0.321	0	0
Gm20.2	4gene	29	NA	0.242	0	0
Gm20.2	4gene	29	NA	0.16	0	0
Gm20.2	4gene	29	NA	0.186	0	0
Gm20.2	4gene	29	NA	0.358	0	0
Gm20.2	4gene	29	NA	0.512	0	0
Gm20.2	4gene	29	NA	0.376	0	0
Gm20.2	4gene	29	NA	0.295	0	0
Gm20.2	4gene	29	NA	0.217	0	0
Gm20.2	4gene	29	NA	0.212	0	0
Gm20.2	4gene	29	NA	0.345	0	0
Gm20.2	4gene	29	NA	0.647	0	0
Gm20.2	4gene	29	NA	0.218	0	0
Gm20.2	4gene	30	16.19	0.272	0	0
Gm20.2	4gene	30	10.521	0.504	0	0
Gm20.2	4gene	30	5.17	0.322	0	0
Gm20.2	4gene	30	NA	0.241	0	0
Gm20.2	4gene	30	NA	0.468	0	0
Gm20.2	4gene	30	NA	0.247	0	0
Gm20.2	4gene	30	NA	0.732	0	0
Gm20.2	4gene	30	NA	0.308	0	0
Gm20.2	4gene	30	NA	0.512	0	0
Gm20.2	4gene	30	NA	0.481	0	0
Gm20.2	4gene	30	NA	0.398	0	0
Gm20.2	4gene	30	NA	0.591	0	0
Gm20.2	4gene	30	NA	0.442	0	0
Gm20.2	4gene	30	NA	0.163	0	0
Gm20.2	4gene	30	NA	0.345	0	0
Gm20.2	4gene	30	NA	0.218	0	0
Gm20.2	4gene	30	NA	0.27	0	0
Gm20.2	4gene	30	NA	0.418	0	0
Gm20.2	4gene	30	NA	0.86	0	0
Gm20.2	4gene	30	NA	0.405	0	0
Gm20.2	4gene	30	NA	0.089	0	0
Gm20.2	4gene	31	22.008	0.39	0	0
Gm20.2	4gene	31	28.187	0.271	0	0
Gm20.2	4gene	31	NA	0.483	0	0
Gm20.2	4gene	31	NA	0.515	0	0
Gm20.2	4gene	31	NA	0.189	0	0
Gm20.2	4gene	31	NA	0.558	0	0
Gm20.2	4gene	31	NA	0.233	0	0
Gm20.2	4gene	31	NA	0.128	0	0
Gm20.2	4gene	31	NA	0.238	0	0
Gm20.2	4gene	31	NA	0.185	0	0
Gm20.2	4gene	31	NA	0.318	0	0
Gm20.2	4gene	31	NA	0.33	0	0
Gm20.2	4gene	31	NA	0.575	0	0
Gm20.2	4gene	31	NA	0.674	0	0
Gm20.2	4gene	31	NA	0.17	0	0
Gm20.2	4gene	31	NA	0.347	0	0
Gm20.2	4gene	31	NA	0.564	0	0
Gm20.2	4gene	31	NA	0.449	0	0
Gm20.2	4gene	31	NA	0.258	0	0
Gm20.2	4gene	31	NA	0.189	0	0
Gm20.2	4gene	31	NA	0.356	0	0
Gm20.2	4gene	31	NA	0.153	0	0
Gm20.2	4gene	31	NA	0.133	0	0
Gm20.2	4gene	31	NA	0.293	0	0
Gm20.2	4gene	31	NA	0.281	0	0
Gm20.2	4gene	31	NA	0.113	0	0
Gm20.2	4gene	31	NA	0.219	0	0
Gm20.2	4gene	31	NA	0.291	0	0
Gm20.2	4gene	31	NA	0.17	0	0
Gm20.2	4gene	31	NA	0.266	0	0
Gm20.2	4gene	31	NA	0.319	0	0
Gm20.2	4gene	31	NA	0.391	0	0
Gm20.2	4gene	31	NA	0.327	0	0
Gm20.2	4gene	31	NA	0.199	0	0
Gm20.2	4gene	31	NA	0.189	0	0
Gm20.2	4gene	31	NA	0.096	0	0
Gm20.2	4gene	31	NA	0.19	0	0
Gm20.2	4gene	31	NA	0.221	0	0
Gm20.2	4gene	31	NA	0.175	0	0
Gm20.2	4gene	31	NA	0.218	0	0
Gm20.2	4gene	31	NA	0.167	0	0
Gm20.2	4gene	31	NA	0.219	0	0
Gm20.2	4gene	32	11.67	0.481	0	0
Gm20.2	4gene	32	27.924	0.093	0	0
Gm20.2	4gene	32	22.847	0.526	0	0
Gm20.2	4gene	32	NA	0.374	0	0
Gm20.2	4gene	32	NA	0.429	0	0
Gm20.2	4gene	32	NA	0.645	0	0
Gm20.2	4gene	32	NA	0.395	0	0
Gm20.2	4gene	32	NA	0.637	0	0
Gm20.2	4gene	32	NA	0.265	0	0
Gm20.2	4gene	32	NA	0.421	0	0
Gm20.2	4gene	32	NA	0.19	0	0
Gm20.2	4gene	32	NA	0.657	0	0
Gm20.2	4gene	32	NA	0.393	0	0
Gm20.2	4gene	32	NA	0.179	0	0
Gm20.2	4gene	32	NA	0.154	0	0
Gm20.2	4gene	32	NA	0.408	0	0
Gm20.2	4gene	32	NA	0.236	0	0
Gm20.2	4gene	32	NA	0.166	0	0
Gm20.2	4gene	32	NA	0.353	0	0
Gm20.2	4gene	32	NA	0.235	0	0
Gm20.2	4gene	32	NA	0.399	0	0
Gm20.2	4gene	32	NA	0.495	0	0
Gm20.2	4gene	32	NA	0.409	0	0
Gm20.2	4gene	32	NA	0.501	0	0
Gm20.2	4gene	32	NA	0.297	0	0
Gm20.2	4gene	32	NA	0.455	0	0
Gm20.2	4gene	32	NA	0.478	0	0
Gm20.2	4gene	33	7.428	0.356	0	0
Gm20.2	4gene	33	13.78	0.311	0	0
Gm20.2	4gene	33	14.025	0.319	0	0
Gm20.2	4gene	33	NA	0.639	0	0
Gm20.2	4gene	33	NA	0.738	0	0
Gm20.2	4gene	33	NA	0.45	0	0
Gm20.2	4gene	33	NA	0.44	0	0
Gm20.2	4gene	34	16.114	0.355	0	0
Gm20.2	4gene	34	NA	0.61	0	0
Gm20.2	4gene	34	NA	0.267	0	0
Gm20.2	4gene	34	NA	0.265	0	0
Gm20.2	4gene	34	NA	0.413	0	0
Gm20.2	4gene	34	NA	0.645	0	0
Gm20.2	4gene	34	NA	0.225	0	0
Gm20.2	4gene	34	NA	0.263	0	0
Gm20.2	4gene	34	NA	0.263	0	0
Gm20.2	4gene	34	NA	0.213	0	0
Gm20.2	4gene	34	NA	0.549	0	0
Gm20.2	4gene	34	NA	0.189	0	0
Gm20.2	4gene	34	NA	0.321	0	0
Gm20.2	4gene	34	NA	0.329	0	0
Gm20.2	4gene	34	NA	0.3	0	0
Gm20.2	4gene	34	NA	0.489	0	0
Gm20.2	4gene	34	NA	0.263	0	0
Gm20.2	4gene	34	NA	0.272	0	0
Gm20.2	4gene	34	NA	0.3	0	0
Gm20.2	4gene	34	NA	0.383	0	0
Gm20.2	4gene	34	NA	0.279	0	0
Gm20.2	4gene	34	NA	0.197	0	0
Gm20.2	4gene	34	NA	0.421	0	0
Gm20.2	4gene	5	12.985	0.454	1.827	0
Gm20.2	4gene	5	22.069	0.276	1.378	0
Gm20.2	4gene	5	31.811	0.308	0.282	0
Gm20.2	4gene	5	34.56	0.215	0.25	0
Gm20.2	4gene	5	49.61	0.241	0.348	0
Gm20.2	4gene	5	64.361	0.186	0.336	0
Gm20.2	4gene	5	57.641	0.269	0.353	0
Gm20.2	4gene	5	NA	0.356	1.186	0
Gm20.2	4gene	5	NA	0.414	1.489	0
Gm20.2	4gene	5	NA	0.327	0.793	0
Gm20.2	4gene	5	NA	0.287	1.278	0
Gm20.2	4gene	5	NA	0.308	0.683	0
Gm20.2	4gene	5	NA	0.218	0.685	0
Gm20.2	4gene	5	NA	0.162	0.214	0
Gm20.2	4gene	5	NA	0.199	0.719	0
Gm20.2	4gene	5	NA	0.266	0	0
Gm20.2	4gene	5	NA	0.176	0	0
Gm20.2	4gene	5	NA	0.566	0	0
Gm20.2	4gene	5	NA	0.364	0	0
Gm20.2	4gene	5	NA	0.357	0	0
Gm20.2	4gene	5	NA	0.503	0	0
Gm20.2	4gene	5	NA	0.259	0	0
Gm20.2	4gene	5	NA	0.338	0	0
Gm20.2	4gene	5	NA	0.277	0	0
Gm20.2	4gene	5	NA	0.208	0	0
Gm20.2	4gene	5	NA	0.273	0	0
Gm20.2	4gene	5	NA	0.215	0	0
Gm20.2	4gene	5	NA	0.126	0	0
Gm20.2	4gene	5	NA	0.344	0	0
Gm20.2	4gene	5	NA	1.317	0	0
Gm20.2	4gene	5	NA	2.687	0	0
Gm20.2	4gene	5	NA	0.313	0	0
Gm20.2	4gene	5	NA	0.53	0	0
Gm20.2	4gene	5	NA	0.34	0	0
Gm20.2	4gene	5	NA	0.272	0	0
Gm20.2	4gene	5	NA	0.15	0	0
Gm20.2	4gene	5	NA	0.203	0	0
Gm20.2	4gene	5	NA	0.181	0	0
Gm20.2	4gene	5	NA	0.253	0	0
Gm20.2	4gene	5	NA	0.635	0	0
Gm20.2	4gene	5	NA	0.587	0	0
Gm20.2	4gene	5	NA	0.619	0	0
Gm20.2	4gene	5	NA	2.143	0	0
Gm20.2	4gene	5	NA	1.387	0	0
Gm20.2	4gene	5	NA	1.958	0	0
Gm20.2	4gene	5	NA	0.451	0	0
Gm20.2	4gene	5	NA	0.754	0	0
Gm20.2	4gene	5	NA	0.962	0	0
Gm20.2	4gene	5	NA	1.308	0	0
Gm20.2	4gene	5	NA	0.332	0	0
Gm20.2	4gene	5	NA	0.332	0	0
Gm20.2	4gene	5	NA	1.108	0	0
Gm20.2	4gene	5	NA	1.055	0	0
Gm20.2	4gene	5	NA	1.45	0	0
Gm20.2	4gene	5	NA	0.3	0	0
Gm20.2	4gene	6	19.664	0.444	0	0
Gm20.2	4gene	6	9.593	0.793	0	0
Gm20.2	4gene	6	22.652	0.813	0	0
Gm20.2	4gene	6	NA	0.384	0	0
Gm20.2	4gene	6	NA	0.509	0	0
Gm20.2	4gene	6	NA	0.406	0	0
Gm20.2	4gene	6	NA	0.301	0	0
Gm20.2	4gene	6	NA	0.214	0	0
Gm20.2	4gene	6	NA	0.228	0	0
Gm20.2	4gene	6	NA	0.491	0	0
Gm20.2	4gene	6	NA	0.647	0	0
Gm20.2	4gene	6	NA	0.29	0	0
Gm20.2	4gene	6	NA	0.25	0	0
Gm20.2	4gene	6	NA	0.205	0	0
Gm20.2	4gene	6	NA	0.427	0	0
Gm20.2	4gene	6	NA	0.374	0	0
Gm20.2	4gene	6	NA	0.454	0	0
Gm20.2	4gene	6	NA	0.5	0	0
Gm20.2	4gene	6	NA	1.116	0	0
Gm20.2	4gene	6	NA	0.242	0	0
Gm20.2	4gene	6	NA	0.287	0	0
Gm20.2	4gene	6	NA	0.316	0	0
Gm20.2	4gene	6	NA	0.091	0	0
Gm20.2	4gene	6	NA	0.343	0	0
Gm20.2	4gene	6	NA	0.438	0	0
Gm20.2	4gene	6	NA	0.324	0	0
Gm20.2	4gene	6	NA	0.645	0	0
Gm20.2	4gene	6	NA	0.382	0	0
Gm20.2	4gene	6	NA	0.264	0	0
Gm20.2	4gene	6	NA	0.357	0	0
Gm20.2	4gene	6	NA	0.583	0	0
Gm20.2	4gene	6	NA	0.23	0	0
Gm20.2	4gene	6	NA	0.187	0	0
Gm20.2	4gene	6	NA	0.322	0	0
Gm20.2	4gene	6	NA	0.417	0	0
Gm20.2	4gene	6	NA	0.384	0	0
Gm20.2	4gene	6	NA	0.372	0	0
Gm20.2	4gene	6	NA	0.636	0	0
Gm20.2	4gene	6	NA	0.556	0	0
Gm20.2	4gene	6	NA	0.34	0	0
Gm20.2	4gene	6	NA	0.411	0	0
Gm20.2	4gene	6	NA	0.318	0	0
Gm20.2	4gene	6	NA	0.171	0	0
Gm20.2	4gene	6	NA	0.364	0	0
Gm20.2	4gene	6	NA	0.055	0	0
Gm20.2	4gene	6	NA	0.099	0	0
Gm20.2	4gene	6	NA	0.148	0	0
Gm20.2	4gene	6	NA	0.481	0	0
Gm20.2	4gene	6	NA	0.434	0	0
Gm20.2	4gene	7	9.374	0.15	0	0
Gm20.2	4gene	7	23.006	0.215	0	0
Gm20.2	4gene	7	13.008	0.304	0	0
Gm20.2	4gene	7	NA	0.22	0	0
Gm20.2	4gene	7	NA	0.676	0	0
Gm20.2	4gene	7	NA	0.415	0	0
Gm20.2	4gene	7	NA	0.409	0	0
Gm20.2	4gene	7	NA	0.188	0	0
Gm20.2	4gene	7	NA	0.27	0	0
Gm20.2	4gene	7	NA	0.308	0	0
Gm20.2	4gene	7	NA	0.542	0	0
Gm20.2	4gene	7	NA	0.27	0	0
Gm20.2	4gene	7	NA	0.428	0	0
Gm20.2	4gene	7	NA	0.212	0	0
Gm20.2	4gene	7	NA	0.234	0	0
Gm20.2	4gene	7	NA	0.356	0	0
Gm20.2	4gene	7	NA	0.41	0	0
Gm20.2	4gene	7	NA	0.152	0	0
Gm20.2	4gene	7	NA	0.16	0	0
Gm20.2	4gene	7	NA	0.223	0	0
Gm20.2	4gene	7	NA	0.186	0	0
Gm20.2	4gene	7	NA	0.11	0	0
Gm20.2	4gene	7	NA	0.545	0	0
Gm20.2	4gene	7	NA	0.254	0	0
Gm20.2	4gene	7	NA	0.247	0	0
Gm20.2	4gene	7	NA	0.126	0	0
Gm20.2	4gene	7	NA	0.289	0	0
Gm20.2	4gene	7	NA	0.327	0	0
Gm20.2	4gene	7	NA	0.27	0	0
Gm20.2	4gene	7	NA	0.18	0	0
Gm20.2	4gene	7	NA	0.362	0	0
Gm20.2	4gene	7	NA	0.29	0	0
Gm20.2	4gene	7	NA	0.204	0	0
Gm20.2	4gene	7	NA	0.152	0	0
Gm20.2	4gene	7	NA	0.385	0	0
Gm20.2	4gene	7	NA	0.236	0	0
Gm20.2	4gene	7	NA	0.258	0	0
Gm20.2	4gene	7	NA	0.243	0	0
Gm20.2	4gene	7	NA	0.141	0	0
Gm20.2	4gene	7	NA	0.06	0	0
Gm20.2	4gene	7	NA	0.152	0	0
Gm20.2	4gene	7	NA	0.349	0	0
Gm20.2	4gene	7	NA	0.202	0	0
Gm20.2	4gene	7	NA	0.305	0	0
Gm20.2	4gene	7	NA	0.186	0	0
Gm20.2	4gene	8	24.74	0.548	0.184	0
Gm20.2	4gene	8	34.924	0.726	0.104	0
Gm20.2	4gene	8	30.893	0.811	0.596	0
Gm20.2	4gene	8	27.433	0.514	0.301	0
Gm20.2	4gene	8	19.395	0.495	0.555	0
Gm20.2	4gene	8	NA	0.197	0.523	0
Gm20.2	4gene	8	NA	0.18	0.985	0
Gm20.2	4gene	8	NA	0.444	0	0
Gm20.2	4gene	8	NA	0.179	0	0
Gm20.2	4gene	8	NA	0.226	0	0
Gm20.2	4gene	8	NA	0.216	0	0
Gm20.2	4gene	8	NA	0.299	0	0
Gm20.2	4gene	8	NA	0.243	0	0
Gm20.2	4gene	8	NA	0.69	0	0
Gm20.2	4gene	8	NA	0.282	0	0
Gm20.2	4gene	8	NA	0.238	0	0
Gm20.2	4gene	8	NA	0.201	0	0
Gm20.2	4gene	8	NA	0.336	0	0
Gm20.2	4gene	8	NA	0.416	0	0
Gm20.2	4gene	8	NA	0.328	0	0
Gm20.2	4gene	8	NA	0.202	0	0
Gm20.2	4gene	8	NA	0.403	0	0
Gm20.2	4gene	8	NA	0.207	0	0
Gm20.2	4gene	8	NA	0.209	0	0
Gm20.2	4gene	8	NA	0.362	0	0
Gm20.2	4gene	8	NA	0.397	0	0
Gm20.2	4gene	8	NA	0.337	0	0
Gm20.2	4gene	8	NA	0.347	0	0
Gm20.2	4gene	8	NA	0.345	0	0
Gm20.2	4gene	8	NA	0.974	0	0
Gm20.2	4gene	8	NA	0.335	0	0
Gm20.2	4gene	8	NA	0.484	0	0
Gm20.2	4gene	8	NA	0.838	0	0
Gm20.2	4gene	8	NA	0.25	0	0
Gm20.2	4gene	8	NA	0.153	0	0
Gm20.2	4gene	8	NA	0.174	0	0
Gm20.2	4gene	8	NA	0.499	0	0
Gm20.2	4gene	8	NA	0.223	0	0
Gm20.2	4gene	8	NA	0.196	0	0
Gm20.2	4gene	8	NA	0.225	0	0
Gm20.2	4gene	8	NA	0.216	0	0
Gm20.2	4gene	8	NA	0.357	0	0
Gm20.2	4gene	8	NA	0.267	0	0
Gm20.2	4gene	8	NA	0.324	0	0
Gm20.2	4gene	8	NA	0.551	0	0
Gm20.2	4gene	8	NA	0.173	0	0
Gm20.2	4gene	8	NA	0.357	0	0
Gm20.2	4gene	8	NA	0.257	0	0
Gm20.2	4gene	8	NA	0.287	0	0
Gm20.2	4gene	8	NA	0.313	0	0
Gm20.2	4gene	8	NA	0.402	0	0
Gm20.2	4gene	8	NA	0.107	0	0
Gm20.2	4gene	8	NA	0.17	0	0
Gm20.2	4gene	8	NA	0.494	0	0
Gm20.2	4gene	8	NA	0.649	0	0
Gm20.2	4gene	8	NA	0.28	0	0
Gm20.2	4gene	8	NA	0.343	0	0
Gm20.2	4gene	8	NA	1.475	0	0
Gm20.2	4gene	8	NA	0.49	0	0
Gm20.2	4gene	8	NA	0.208	0	0
Gm20.2	4gene	8	NA	0.077	0	0
Gm20.2	4gene	8	NA	0.443	0	0
Gm20.2	4gene	8	NA	0.346	0	0
Gm20.2	4gene	9	8.27	0.133	0.179	0
Gm20.2	4gene	9	17.986	0.696	0.169	0
Gm20.2	4gene	9	8.057	0.568	0.254	0
Gm20.2	4gene	9	28.246	0.447	0.223	0
Gm20.2	4gene	9	NA	0.53	0	0
Gm20.2	4gene	9	NA	0.454	0	0
Gm20.2	4gene	9	NA	0.164	0	0
Gm20.2	4gene	9	NA	0.239	0	0
Gm20.2	4gene	9	NA	0.488	0	0
Gm20.2	4gene	9	NA	0.501	0	0
Gm20.2	4gene	9	NA	0.157	0	0
Gm20.2	4gene	9	NA	0.185	0	0
Gm20.2	4gene	9	NA	0.205	0	0
Gm20.2	4gene	9	NA	0.359	0	0
Gm20.2	4gene	9	NA	0.182	0	0
Gm20.2	4gene	9	NA	0.224	0	0
Gm20.2	4gene	9	NA	0.257	0	0
Gm20.2	4gene	9	NA	0.239	0	0
Gm20.2	4gene	9	NA	0.273	0	0
Gm20.2	4gene	9	NA	0.608	0	0
Gm20.2	4gene	9	NA	0.237	0	0
Gm20.2	4gene	9	NA	0.189	0	0
Gm20.2	4gene	9	NA	0.254	0	0
Gm20.2	4gene	9	NA	0.158	0	0
Gm20.2	4gene	9	NA	0.418	0	0
Gm20.2	4gene	9	NA	0.347	0	0
Gm20.2	4gene	9	NA	0.412	0	0
Gm20.2	4gene	9	NA	0.505	0	0
Gm20.2	4gene	9	NA	0.405	0	0
Gm20.2	4gene	9	NA	0.452	0	0
Gm20.2	4gene	9	NA	0.218	0	0
Gm20.2	4gene	9	NA	0.207	0	0
Gm20.2	4gene	9	NA	0.227	0	0
